ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
35535_f_at,1.09E-02,4.88E-03,-2.962259,-2.53476,-0.1310712,CCDC144A,coiled-coil domain containing 144A
36315_i_at,1.10E-02,4.89E-03,-2.961189,-2.5374,-0.2067151,EXOC6B,exocyst complex component 6B
1209_at,1.10E-02,4.90E-03,2.960905,-2.5381,0.1769334,TRAF6,TNF receptor associated factor 6
40669_at,1.10E-02,4.90E-03,-2.960838,-2.53826,-0.1647282,RAB27A,"RAB27A, member RAS oncogene family"
40505_at,1.10E-02,4.91E-03,2.959974,-2.54039,0.7899242,UBE2L6,ubiquitin conjugating enzyme E2 L6
39707_at,1.10E-02,4.91E-03,2.959926,-2.54051,0.3695806,MTMR4,myotubularin related protein 4
647_at,1.10E-02,4.91E-03,2.959753,-2.54094,0.489405,PROCR,protein C receptor
34143_at,1.10E-02,4.91E-03,-2.959737,-2.54098,-0.4089952,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit
33931_at,1.10E-02,4.92E-03,2.959328,-2.54199,0.4689941,GPX4,glutathione peroxidase 4
31729_at,1.10E-02,4.92E-03,-2.958921,-2.543,-0.1659366,TAF13,TATA-box binding protein associated factor 13
1659_s_at,1.10E-02,4.93E-03,2.958682,-2.54358,0.4963669,RHEB,Ras homolog enriched in brain
37589_at,1.10E-02,4.93E-03,-2.958425,-2.54422,-0.3209337,,
38207_at,1.10E-02,4.93E-03,-2.958335,-2.54444,-0.8895735,MIR612///NEAT1,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
38986_at,1.10E-02,4.94E-03,2.958142,-2.54492,0.4527954,PDIA3,protein disulfide isomerase family A member 3
37147_at,1.10E-02,4.94E-03,-2.957898,-2.54552,-0.3003673,CLEC11A,C-type lectin domain family 11 member A
693_g_at,1.10E-02,4.94E-03,-2.957706,-2.54599,-0.3932439,CAP2,"CAP, adenylate cyclase-associated protein, 2 (yeast)"
31308_at,1.11E-02,4.94E-03,-2.957417,-2.5467,-0.1462266,,
36849_at,1.11E-02,4.95E-03,2.957205,-2.54723,0.3009796,ARHGAP29,Rho GTPase activating protein 29
40443_at,1.11E-02,4.96E-03,2.95607,-2.55003,0.1699996,CTNND1,catenin delta 1
396_f_at,1.11E-02,4.97E-03,2.955821,-2.55064,0.242394,EPOR,erythropoietin receptor
31880_at,1.11E-02,4.97E-03,2.955813,-2.55066,0.197265,UBXN8,UBX domain protein 8
35090_g_at,1.11E-02,4.97E-03,-2.955713,-2.55091,-0.2786363,NRG2,neuregulin 2
32820_at,1.11E-02,4.97E-03,2.955644,-2.55108,0.2335157,CNOT4,CCR4-NOT transcription complex subunit 4
35525_at,1.11E-02,4.97E-03,-2.955505,-2.55142,-0.1572323,SLC17A4,solute carrier family 17 member 4
36200_at,1.11E-02,4.98E-03,-2.954895,-2.55292,-0.2580258,EHMT2,euchromatic histone lysine methyltransferase 2
35176_at,1.11E-02,4.99E-03,-2.95413,-2.55481,-0.1965847,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
39926_at,1.11E-02,4.99E-03,2.953912,-2.55535,0.2112695,SMAD5,SMAD family member 5
592_at,1.12E-02,5.00E-03,2.953483,-2.5564,0.4227353,PSMC3,"proteasome 26S subunit, ATPase 3"
31600_s_at,1.12E-02,5.01E-03,-2.952434,-2.55899,-0.4121225,PMS2P9///PMS2P5///PMS2P4///PMS2P2///PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1"
41055_at,1.12E-02,5.01E-03,-2.952295,-2.55933,-0.2379145,NACAD,NAC alpha domain containing
38298_at,1.12E-02,5.02E-03,-2.951886,-2.56034,-0.2513165,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
1638_at,1.12E-02,5.02E-03,-2.951782,-2.56059,-0.2126474,ETV6,ETS variant 6
39025_at,1.12E-02,5.03E-03,2.951418,-2.56149,0.3655991,C4orf46///TOMM7,chromosome 4 open reading frame 46///translocase of outer mitochondrial membrane 7
33204_at,1.12E-02,5.03E-03,-2.951147,-2.56216,-0.1740837,,
39302_at,1.12E-02,5.03E-03,2.951116,-2.56224,1.1498214,DSC2,desmocollin 2
40019_at,1.12E-02,5.03E-03,2.950791,-2.56304,1.0378115,EVI2B,ecotropic viral integration site 2B
1118_at,1.12E-02,5.04E-03,-2.950589,-2.56353,-0.2125098,PTGER4,prostaglandin E receptor 4
37912_at,1.12E-02,5.04E-03,-2.950242,-2.56439,-0.2645099,TRAF4,TNF receptor associated factor 4
33634_at,1.13E-02,5.05E-03,-2.949292,-2.56673,-0.225638,ATP8B1,ATPase phospholipid transporting 8B1
35000_at,1.13E-02,5.06E-03,-2.949211,-2.56693,-0.449112,TNFSF9,tumor necrosis factor superfamily member 9
38434_at,1.13E-02,5.06E-03,-2.949028,-2.56738,-0.1929513,AAMP,angio associated migratory cell protein
40060_r_at,1.13E-02,5.06E-03,2.948718,-2.56814,0.3517649,PDLIM5,PDZ and LIM domain 5
40898_at,1.13E-02,5.07E-03,-2.948359,-2.56902,-0.2178606,SQSTM1,sequestosome 1
1495_at,1.13E-02,5.07E-03,2.948262,-2.56926,0.6976723,LTBP1,latent transforming growth factor beta binding protein 1
37734_at,1.13E-02,5.07E-03,2.948228,-2.56934,0.3851762,MOB1A,MOB kinase activator 1A
1819_at,1.14E-02,5.11E-03,2.945258,-2.57665,0.2454447,RAP2A,"RAP2A, member of RAS oncogene family"
36758_at,1.14E-02,5.11E-03,2.944937,-2.57744,0.3037668,SLC38A6,solute carrier family 38 member 6
41533_at,1.14E-02,5.13E-03,2.943611,-2.5807,0.2177307,FAM110B,family with sequence similarity 110 member B
36621_at,1.14E-02,5.15E-03,-2.942566,-2.58327,-0.2098617,AHSG,alpha 2-HS glycoprotein
40176_at,1.14E-02,5.15E-03,2.942407,-2.58366,0.2155305,TRIM27,tripartite motif containing 27
35562_at,1.15E-02,5.16E-03,-2.941771,-2.58523,-0.4296549,HIST1H2BJ,"histone cluster 1, H2bj"
31409_at,1.15E-02,5.16E-03,-2.941682,-2.58544,-0.1678525,SERPINB10,serpin family B member 10
35131_at,1.15E-02,5.17E-03,-2.940977,-2.58718,-0.3410957,IBSP,integrin binding sialoprotein
34766_r_at,1.15E-02,5.19E-03,2.939643,-2.59045,0.1865235,SLC25A24,solute carrier family 25 member 24
39287_at,1.15E-02,5.19E-03,-2.939542,-2.5907,-0.1753883,CADM3-AS1,CADM3 antisense RNA 1
38090_at,1.15E-02,5.19E-03,-2.939517,-2.59076,-0.1958964,MIR7109///PISD,microRNA 7109///phosphatidylserine decarboxylase
32671_at,1.16E-02,5.21E-03,-2.938198,-2.594,-0.1855454,TTLL4,tubulin tyrosine ligase like 4
34801_at,1.16E-02,5.21E-03,-2.938096,-2.59425,-0.3348014,PAN2,PAN2 poly(A) specific ribonuclease subunit
31485_at,1.16E-02,5.21E-03,-2.937828,-2.59491,-0.1867229,PRPS1L1,phosphoribosyl pyrophosphate synthetase 1-like 1
1019_g_at,1.16E-02,5.22E-03,-2.937645,-2.59536,-0.199812,WNT10B,Wnt family member 10B
41558_s_at,1.16E-02,5.22E-03,-2.937452,-2.59584,-0.197207,GRAMD1B,GRAM domain containing 1B
34125_at,1.16E-02,5.22E-03,-2.937278,-2.59626,-0.1389836,NR2E1,nuclear receptor subfamily 2 group E member 1
980_at,1.16E-02,5.22E-03,2.937227,-2.59639,0.3393483,NPC1,NPC intracellular cholesterol transporter 1
1338_s_at,1.16E-02,5.22E-03,-2.937093,-2.59672,-0.2335553,CYP2A13///CYP2A7///CYP2A6,cytochrome P450 family 2 subfamily A member 13///cytochrome P450 family 2 subfamily A member 7///cytochrome P450 family 2 subfamily A member 6
275_at,1.16E-02,5.22E-03,-2.937065,-2.59679,-0.3099974,DUSP3,dual specificity phosphatase 3
38138_at,1.16E-02,5.23E-03,2.936658,-2.59779,0.4569219,S100A11,S100 calcium binding protein A11
34536_g_at,1.16E-02,5.23E-03,-2.936582,-2.59797,-0.160965,OPRM1,opioid receptor mu 1
38105_at,1.16E-02,5.24E-03,2.936215,-2.59887,0.2891915,RSRC2,arginine and serine rich coiled-coil 2
39375_g_at,1.16E-02,5.24E-03,-2.936016,-2.59936,-0.1838051,GTSE1,G2 and S-phase expressed 1
39041_at,1.16E-02,5.25E-03,2.934979,-2.60191,0.17411,DLAT,dihydrolipoamide S-acetyltransferase
32826_at,1.17E-02,5.26E-03,2.934402,-2.60332,0.3657621,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
36295_at,1.17E-02,5.26E-03,2.934298,-2.60358,0.1774491,ZNF134,zinc finger protein 134
600_at,1.17E-02,5.26E-03,2.934227,-2.60375,0.3009861,RAB5A,"RAB5A, member RAS oncogene family"
37170_at,1.17E-02,5.28E-03,2.932819,-2.60721,0.4555059,BMP2K,BMP2 inducible kinase
40516_at,1.17E-02,5.29E-03,2.932761,-2.60735,0.8576778,AHR,aryl hydrocarbon receptor
37091_g_at,1.17E-02,5.29E-03,-2.932307,-2.60846,-0.1425667,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene)
37666_at,1.17E-02,5.29E-03,2.932189,-2.60875,0.2868542,PSMB5,proteasome subunit beta 5
1784_s_at,1.17E-02,5.30E-03,2.931431,-2.61061,0.2066426,ARID4A,AT-rich interaction domain 4A
39312_r_at,1.18E-02,5.32E-03,-2.930388,-2.61317,-0.1542262,,
41189_at,1.18E-02,5.33E-03,-2.929854,-2.61448,-0.5020426,TNFRSF25,TNF receptor superfamily member 25
299_i_at,1.18E-02,5.34E-03,-2.928925,-2.61675,-0.1625377,,
39741_at,1.18E-02,5.35E-03,2.92794,-2.61917,0.5222366,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
1255_g_at,1.18E-02,5.36E-03,-2.927463,-2.62033,-0.2145055,GUCA1A,guanylate cyclase activator 1A
36966_at,1.19E-02,5.38E-03,-2.926029,-2.62385,-0.2067342,,
35823_at,1.19E-02,5.39E-03,2.925722,-2.6246,0.441927,PPIB,peptidylprolyl isomerase B
40872_at,1.19E-02,5.39E-03,2.925577,-2.62495,0.4045112,COX6B1,cytochrome c oxidase subunit 6B1
41760_at,1.19E-02,5.40E-03,2.924635,-2.62726,0.3747415,COX7A2,cytochrome c oxidase subunit 7A2
31519_f_at,1.19E-02,5.40E-03,2.924441,-2.62773,0.3173238,BTF3P13,basic transcription factor 3 pseudogene 13
36915_at,1.19E-02,5.41E-03,2.92387,-2.62913,0.2433145,CTSO,cathepsin O
38088_r_at,1.20E-02,5.42E-03,2.923141,-2.63092,0.260514,S100A4,S100 calcium binding protein A4
38374_at,1.20E-02,5.43E-03,2.922591,-2.63226,0.8184401,KLF10,Kruppel like factor 10
684_at,1.20E-02,5.44E-03,-2.922324,-2.63292,-0.3335041,AGT,angiotensinogen
32995_at,1.20E-02,5.44E-03,-2.922273,-2.63304,-0.1586633,ASB4,ankyrin repeat and SOCS box containing 4
33158_at,1.20E-02,5.44E-03,2.9219,-2.63395,0.3298124,ANOS1,anosmin 1
35330_at,1.20E-02,5.45E-03,-2.921103,-2.6359,-0.6798056,FLNC,filamin C
36008_at,1.20E-02,5.46E-03,-2.920563,-2.63722,-0.2597663,PTP4A3,"protein tyrosine phosphatase type IVA, member 3"
857_at,1.20E-02,5.47E-03,2.920237,-2.63802,0.2252135,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
38919_at,1.21E-02,5.48E-03,-2.919351,-2.64019,-0.1729263,CEP162,centrosomal protein 162
39779_at,1.22E-02,5.52E-03,-2.916419,-2.64736,-0.2999528,TARBP1,TAR (HIV-1) RNA binding protein 1
37687_i_at,1.22E-02,5.53E-03,-2.91622,-2.64784,-0.2085175,FCGR2C///FCGR2A,Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa
34103_at,1.22E-02,5.53E-03,-2.916073,-2.6482,-0.1850762,LOC101927446///GTPBP10,uncharacterized LOC101927446///GTP binding protein 10
982_at,1.22E-02,5.54E-03,-2.915312,-2.65006,-0.4270965,MCM5,minichromosome maintenance complex component 5
36534_at,1.22E-02,5.56E-03,-2.913866,-2.65359,-0.1750527,DIXDC1,DIX domain containing 1
40603_at,1.23E-02,5.58E-03,-2.912335,-2.65733,-0.1215122,SPRED2,sprouty related EVH1 domain containing 2
1458_at,1.23E-02,5.59E-03,-2.912149,-2.65778,-0.2352067,PTPN3,"protein tyrosine phosphatase, non-receptor type 3"
403_s_at,1.23E-02,5.59E-03,-2.911853,-2.65851,-0.2013987,FLT4,fms related tyrosine kinase 4
39712_at,1.23E-02,5.59E-03,2.911626,-2.65906,0.4602987,S100A13,S100 calcium binding protein A13
37370_i_at,1.23E-02,5.60E-03,-2.911492,-2.65939,-0.2146921,NFATC4,nuclear factor of activated T-cells 4
41663_at,1.23E-02,5.60E-03,2.911246,-2.65999,0.3373658,STX6,syntaxin 6
32250_at,1.23E-02,5.60E-03,2.911114,-2.66031,0.7058875,CFH,complement factor H
31469_s_at,1.23E-02,5.60E-03,-2.910929,-2.66076,-0.1417383,RUBCN,RUN and cysteine rich domain containing beclin 1 interacting protein
2026_at,1.23E-02,5.61E-03,-2.910739,-2.66122,-0.1261695,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
39661_s_at,1.23E-02,5.62E-03,-2.910156,-2.66265,-0.2986595,SLC29A2,solute carrier family 29 member 2
35093_at,1.24E-02,5.63E-03,-2.909165,-2.66507,-0.1820212,P2RX6,purinergic receptor P2X 6
39006_r_at,1.24E-02,5.63E-03,2.909024,-2.66541,0.1420812,LTN1,listerin E3 ubiquitin protein ligase 1
40691_at,1.24E-02,5.65E-03,-2.908151,-2.66754,-0.2079599,ZNF274,zinc finger protein 274
32607_at,1.24E-02,5.65E-03,2.907636,-2.6688,0.8011275,BASP1,brain abundant membrane attached signal protein 1
37361_at,1.24E-02,5.66E-03,2.907559,-2.66898,0.2841004,FIBP,FGF1 intracellular binding protein
39848_at,1.24E-02,5.67E-03,-2.906783,-2.67088,-0.2552703,KCNS1,potassium voltage-gated channel modifier subfamily S member 1
35241_at,1.24E-02,5.67E-03,2.906673,-2.67114,0.2153873,ZNF518A,zinc finger protein 518A
1270_at,1.25E-02,5.67E-03,-2.906448,-2.67169,-0.1794306,RAP1GAP,RAP1 GTPase activating protein
304_at,1.25E-02,5.68E-03,2.905697,-2.67352,0.1517768,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2
1556_at,1.25E-02,5.69E-03,-2.905196,-2.67474,-0.3293429,RBM5,RNA binding motif protein 5
41731_g_at,1.25E-02,5.71E-03,-2.903773,-2.67821,-0.6689473,MYL3,myosin light chain 3
36151_at,1.25E-02,5.71E-03,2.903711,-2.67836,0.6188999,PLD3,phospholipase D family member 3
37492_at,1.25E-02,5.72E-03,-2.903312,-2.67933,-0.2065702,CLMN,calmin
236_at,1.26E-02,5.73E-03,-2.902929,-2.68027,-0.1466751,GNAO1,G protein subunit alpha o1
398_at,1.26E-02,5.73E-03,2.902578,-2.68112,0.2931191,DDX18,DEAD-box helicase 18
1776_at,1.26E-02,5.73E-03,-2.902412,-2.68153,-1.0387794,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
361_at,1.26E-02,5.74E-03,-2.902304,-2.68179,-0.1726064,BCL9,B-cell CLL/lymphoma 9
37285_at,1.26E-02,5.74E-03,-2.902081,-2.68233,-0.2074004,ALAS2,5'-aminolevulinate synthase 2
40827_at,1.26E-02,5.74E-03,2.902044,-2.68242,0.4640369,IARS,isoleucyl-tRNA synthetase
34548_at,1.26E-02,5.74E-03,-2.901769,-2.68309,-0.1832213,CYP11B1,cytochrome P450 family 11 subfamily B member 1
39638_at,1.26E-02,5.75E-03,-2.901331,-2.68416,-0.2615519,TFAP4,transcription factor AP-4
35717_at,1.26E-02,5.75E-03,2.901272,-2.6843,0.7379946,ABCA8,ATP binding cassette subfamily A member 8
39372_at,1.26E-02,5.75E-03,-2.901254,-2.68435,-0.4081441,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1
39592_r_at,1.26E-02,5.76E-03,2.900917,-2.68517,0.5222659,FGL2,fibrinogen like 2
38337_at,1.26E-02,5.76E-03,-2.900566,-2.68602,-0.2745239,ZSCAN9,zinc finger and SCAN domain containing 9
40515_at,1.26E-02,5.77E-03,2.900083,-2.6872,0.2569937,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
41521_at,1.26E-02,5.77E-03,-2.899999,-2.6874,-0.2137669,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
35922_at,1.26E-02,5.77E-03,-2.899866,-2.68773,-0.1543319,SYCP2,synaptonemal complex protein 2
40545_at,1.27E-02,5.79E-03,-2.898452,-2.69117,-0.2955741,PROSC,proline synthetase cotranscribed homolog (bacterial)
33324_s_at,1.27E-02,5.80E-03,2.898317,-2.6915,0.33385,CDK1,cyclin dependent kinase 1
40500_at,1.27E-02,5.80E-03,-2.898193,-2.6918,-0.218858,NDRG4,NDRG family member 4
34782_at,1.27E-02,5.80E-03,2.89782,-2.69271,0.3416906,JARID2,jumonji and AT-rich interaction domain containing 2
33264_at,1.27E-02,5.81E-03,2.897779,-2.6928,0.2650492,ENOSF1,enolase superfamily member 1
35402_at,1.27E-02,5.81E-03,-2.897641,-2.69314,-0.4039707,TNFRSF21,TNF receptor superfamily member 21
36250_at,1.27E-02,5.82E-03,-2.896867,-2.69503,-0.1819417,ASPHD1,aspartate beta-hydroxylase domain containing 1
38869_at,1.27E-02,5.82E-03,-2.896695,-2.69544,-0.1659121,PLCH1,phospholipase C eta 1
32859_at,1.27E-02,5.83E-03,2.896427,-2.69609,0.7612541,STAT1,signal transducer and activator of transcription 1
34749_at,1.28E-02,5.84E-03,2.895654,-2.69797,0.469673,SLC31A2,solute carrier family 31 member 2
32709_at,1.28E-02,5.86E-03,-2.894489,-2.70081,-0.1831702,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1
40414_at,1.28E-02,5.87E-03,-2.893464,-2.7033,-0.2172702,VARS,valyl-tRNA synthetase
1225_g_at,1.28E-02,5.88E-03,-2.89316,-2.70404,-0.2963279,CDK16,cyclin dependent kinase 16
32950_at,1.28E-02,5.88E-03,-2.893129,-2.70411,-0.1308013,POU6F2,POU class 6 homeobox 2
37264_at,1.28E-02,5.89E-03,-2.892611,-2.70537,-0.4284334,LOC100506639///ZNF131,uncharacterized LOC100506639///zinc finger protein 131
33738_r_at,1.29E-02,5.89E-03,-2.892296,-2.70614,-0.2137671,ST20-MTHFS///ST20///MTHFS,"ST20-MTHFS readthrough///suppressor of tumorigenicity 20///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
32744_at,1.29E-02,5.89E-03,2.892215,-2.70633,0.2731205,RPS21,ribosomal protein S21
38162_at,1.29E-02,5.90E-03,-2.891925,-2.70704,-0.1269919,RIMS2,regulating synaptic membrane exocytosis 2
33154_at,1.29E-02,5.90E-03,2.891441,-2.70821,0.4335365,PSMB4,proteasome subunit beta 4
41383_at,1.29E-02,5.91E-03,-2.891047,-2.70917,-0.2294638,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming"
33878_at,1.29E-02,5.91E-03,-2.89093,-2.70946,-0.2338533,EFHD1,EF-hand domain family member D1
37953_s_at,1.29E-02,5.92E-03,-2.89072,-2.70996,-0.1939774,ASIC1,acid sensing ion channel subunit 1
38082_at,1.29E-02,5.93E-03,2.890122,-2.71142,0.352942,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
1290_g_at,1.29E-02,5.93E-03,-2.889888,-2.71199,-0.2163262,GSTM5,glutathione S-transferase mu 5
36223_at,1.29E-02,5.93E-03,-2.889727,-2.71238,-0.3618208,SFPQ,splicing factor proline and glutamine rich
813_at,1.29E-02,5.93E-03,-2.889594,-2.7127,-0.2580102,,
40286_r_at,1.29E-02,5.94E-03,-2.889158,-2.71376,-0.2289355,KLHL35,kelch like family member 35
40966_at,1.29E-02,5.94E-03,2.889148,-2.71378,0.4616353,STK39,serine/threonine kinase 39
41198_at,1.29E-02,5.95E-03,2.888853,-2.7145,0.2880367,GRN,granulin
432_s_at,1.30E-02,5.95E-03,2.888393,-2.71562,0.7698721,TRAC///TRAJ17///TRAV20///TRDV2///YME1L1,T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2///YME1 like 1 ATPase
33107_at,1.30E-02,5.96E-03,2.887924,-2.71676,0.3257029,TRIM37,tripartite motif containing 37
2003_s_at,1.30E-02,5.97E-03,2.887372,-2.7181,0.3962018,MSH6,mutS homolog 6
32596_at,1.30E-02,5.98E-03,-2.886985,-2.71903,-0.1872553,RBL2,RB transcriptional corepressor like 2
40095_at,1.30E-02,5.98E-03,2.886926,-2.71918,1.0844847,CA2,carbonic anhydrase 2
38067_at,1.30E-02,5.98E-03,2.88685,-2.71936,0.2513923,Sep-08,septin 8
35211_at,1.30E-02,5.98E-03,-2.88678,-2.71953,-0.1975261,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
34424_at,1.30E-02,5.99E-03,-2.885763,-2.722,-0.1339805,SLITRK3,SLIT and NTRK like family member 3
40492_at,1.30E-02,6.00E-03,2.88567,-2.72223,0.2115745,FRYL,FRY like transcription coactivator
38956_at,1.31E-02,6.01E-03,-2.885033,-2.72377,-0.2019197,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
1596_g_at,1.31E-02,6.01E-03,2.884929,-2.72402,0.6660065,TEK,TEK receptor tyrosine kinase
286_at,1.32E-02,6.06E-03,2.881424,-2.73252,0.7885548,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
35990_at,1.32E-02,6.07E-03,-2.881202,-2.73306,-0.1799098,ZBTB40,zinc finger and BTB domain containing 40
1222_at,1.32E-02,6.08E-03,2.88077,-2.73411,0.1718764,CDK17,cyclin dependent kinase 17
40926_at,1.32E-02,6.08E-03,-2.880563,-2.73461,-0.6437571,SLC6A10PB///SLC6A10P///SLC6A8,"solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8"
41774_at,1.32E-02,6.09E-03,-2.880077,-2.73579,-0.1560187,ARL4D,ADP ribosylation factor like GTPase 4D
36246_at,1.32E-02,6.09E-03,-2.879693,-2.73672,-0.165351,ADCY8,adenylate cyclase 8
40151_s_at,1.33E-02,6.11E-03,-2.878681,-2.73917,-0.1926742,PEX5,peroxisomal biogenesis factor 5
494_at,1.33E-02,6.11E-03,-2.878579,-2.73941,-0.1782408,IL13,interleukin 13
39206_s_at,1.33E-02,6.12E-03,-2.878115,-2.74054,-0.1523847,ACAN,aggrecan
34405_at,1.33E-02,6.12E-03,-2.878094,-2.74059,-0.1789653,USP5,ubiquitin specific peptidase 5
443_at,1.33E-02,6.13E-03,-2.877605,-2.74177,-0.1590222,HOXD4,homeobox D4
31456_at,1.33E-02,6.13E-03,-2.877518,-2.74199,-0.240607,,
152_f_at,1.33E-02,6.13E-03,-2.877258,-2.74261,-0.2425492,HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I,"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
31804_f_at,1.33E-02,6.15E-03,-2.876032,-2.74558,-0.3353212,SULT1A1,sulfotransferase family 1A member 1
36925_at,1.34E-02,6.18E-03,2.874527,-2.74922,0.6477096,HSPA2,heat shock protein family A (Hsp70) member 2
39205_at,1.34E-02,6.19E-03,-2.874041,-2.7504,-0.1615564,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
975_at,1.34E-02,6.19E-03,2.873997,-2.75051,0.1978844,PLK4,polo like kinase 4
33675_at,1.34E-02,6.19E-03,-2.873971,-2.75057,-0.2869697,POU3F1,POU class 3 homeobox 1
35551_g_at,1.34E-02,6.19E-03,-2.873946,-2.75063,-0.1707654,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta"
40456_at,1.34E-02,6.19E-03,2.873729,-2.75115,0.6942144,SLC39A8,solute carrier family 39 member 8
135_g_at,1.34E-02,6.19E-03,2.873571,-2.75154,0.1483363,ABI2,abl-interactor 2
37508_f_at,1.34E-02,6.19E-03,2.873496,-2.75172,0.1829183,PRPF40A,pre-mRNA processing factor 40 homolog A
1059_at,1.34E-02,6.21E-03,-2.872708,-2.75362,-0.1677337,NTRK3,neurotrophic receptor tyrosine kinase 3
38945_at,1.34E-02,6.21E-03,-2.872497,-2.75414,-0.5578917,MTF1,metal regulatory transcription factor 1
35911_r_at,1.34E-02,6.21E-03,-2.872455,-2.75424,-0.1641414,MMP25,matrix metallopeptidase 25
35693_at,1.34E-02,6.22E-03,-2.872096,-2.7551,-0.162457,HPCAL1,hippocalcin like 1
32350_at,1.34E-02,6.22E-03,2.87202,-2.75529,0.4711537,MALT1,MALT1 paracaspase
33353_at,1.34E-02,6.22E-03,-2.871971,-2.75541,-0.2169892,ADCY1,adenylate cyclase 1
32123_at,1.35E-02,6.23E-03,-2.871153,-2.75739,-0.5995557,COL7A1,collagen type VII alpha 1 chain
41618_at,1.35E-02,6.23E-03,2.871057,-2.75762,1.0642701,COL17A1,collagen type XVII alpha 1 chain
665_at,1.35E-02,6.24E-03,2.87065,-2.7586,0.2283941,NEK4,NIMA related kinase 4
36463_at,1.35E-02,6.25E-03,2.87041,-2.75918,0.3735419,BAG5,BCL2 associated athanogene 5
34233_i_at,1.35E-02,6.25E-03,-2.870098,-2.75994,-0.1841845,NKTR,natural killer cell triggering receptor
41574_at,1.35E-02,6.26E-03,2.869718,-2.76085,0.2671715,PNN,"pinin, desmosome associated protein"
32541_at,1.35E-02,6.27E-03,2.869122,-2.7623,0.2653301,PPP3CC,protein phosphatase 3 catalytic subunit gamma
31766_s_at,1.35E-02,6.27E-03,-2.869008,-2.76257,-0.2036107,DOCK10,dedicator of cytokinesis 10
37727_i_at,1.35E-02,6.27E-03,2.86881,-2.76305,0.5600292,RCN2,reticulocalbin 2
37499_at,1.35E-02,6.27E-03,-2.868768,-2.76315,-0.1349995,SOGA3///KIAA0408,SOGA family member 3///KIAA0408
1149_at,1.36E-02,6.30E-03,-2.867203,-2.76693,-0.2722788,TFEB,transcription factor EB
31512_at,1.36E-02,6.30E-03,-2.867079,-2.76723,-0.3107373,IGKC,immunoglobulin kappa constant
34564_at,1.36E-02,6.31E-03,-2.86666,-2.76824,-0.2035367,EPHA5,EPH receptor A5
1043_s_at,1.36E-02,6.32E-03,-2.865897,-2.77009,-0.1227611,RAD52,"RAD52 homolog, DNA repair protein"
35239_at,1.36E-02,6.32E-03,2.865677,-2.77062,0.1624869,EMD,emerin
41371_at,1.36E-02,6.33E-03,-2.86557,-2.77088,-0.2894762,GTF2H4,general transcription factor IIH subunit 4
39097_at,1.36E-02,6.33E-03,2.865561,-2.7709,0.4127334,SON,SON DNA binding protein
